500 104343
126 231 3.0
126 232 1.1
126 233 5.8
126 235 3.4
126 237 5.3
126 239 9.2
126 240 1.5
126 242 8.7
126 243 5.2
126 245 6.2
126 246 2.9
126 248 4.1
126 249 9.2
126 251 1.7
126 253 10.0
126 254 8.6
126 255 2.6
126 256 6.1
126 257 8.4
126 259 5.1
126 260 4.1
126 261 9.3
126 262 8.3
126 264 4.7
126 265 2.1
126 267 5.4
126 268 3.2
126 271 9.2
126 272 8.2
126 274 1.7
126 275 9.8
126 276 9.0
126 278 4.3
126 279 9.1
126 281 5.9
126 282 9.0
126 283 6.9
126 284 6.9
126 286 8.3
126 287 8.6
126 288 9.4
126 289 3.5
126 291 7.3
126 293 4.7
126 296 2.4
126 298 7.2
126 299 6.0
126 300 8.5
126 305 8.1
126 310 4.6
126 311 3.7
126 313 2.7
126 314 2.3
126 317 2.5
126 318 6.1
126 319 9.5
126 322 2.3
126 323 1.7
126 324 9.7
126 325 9.6
126 326 3.7
126 327 6.9
126 329 2.1
126 331 3.6
126 334 1.9
126 335 7.8
126 336 1.9
126 337 9.7
126 338 5.6
126 342 3.3
126 343 2.7
126 344 3.0
126 346 6.3
126 349 9.8
126 353 7.5
126 354 1.2
126 355 5.6
126 356 8.2
126 357 9.7
126 359 4.2
126 360 7.6
126 362 1.9
126 364 6.8
126 367 9.7
126 368 3.3
126 369 3.0
126 370 5.9
126 371 3.7
126 372 2.1
126 373 1.5
126 374 5.4
126 376 1.8
126 377 6.9
126 379 10.0
126 380 3.0
126 381 6.1
126 382 9.5
126 383 7.9
126 384 7.7
126 387 1.6
126 390 7.7
126 393 1.6
126 394 9.9
126 395 4.7
126 396 8.9
126 401 4.0
126 402 6.0
126 404 3.2
126 408 4.7
126 410 2.9
126 411 1.9
126 412 2.6
126 413 5.5
126 414 1.6
126 417 8.8
126 418 1.5
126 420 8.2
126 421 3.2
126 423 9.2
126 425 5.9
126 427 3.7
126 429 2.6
126 435 4.0
126 437 5.0
126 438 5.8
126 439 5.6
126 440 8.0
126 441 2.9
126 443 4.6
126 444 2.0
126 445 4.3
126 446 6.9
126 448 5.5
126 449 1.8
126 451 8.5
126 452 8.9
126 455 6.9
126 456 5.2
126 460 9.2
126 462 8.5
126 463 7.9
126 464 3.1
126 466 9.4
126 467 1.3
126 468 1.4
126 469 7.1
126 470 1.6
126 473 7.3
126 476 2.5
126 477 3.7
126 478 2.3
126 480 8.0
126 481 1.4
126 486 8.2
126 487 5.1
126 492 5.0
126 493 2.3
126 497 1.4
126 498 3.8
126 500 7.9
127 4 1.5
127 7 6.0
127 14 4.6
127 16 8.5
127 17 1.7
127 18 8.5
127 22 7.3
127 26 3.9
127 30 2.3
127 33 8.4
127 39 5.8
127 40 1.6
127 57 5.1
127 60 5.6
127 78 1.6
127 79 4.4
127 80 7.6
127 83 4.6
127 84 6.6
127 85 7.5
127 88 3.5
127 98 2.9
127 110 9.4
127 120 8.1
127 124 7.8
127 128 9.5
127 129 9.6
127 132 5.4
127 134 8.7
127 137 2.7
127 138 5.5
127 139 4.2
127 140 9.6
127 142 6.2
127 143 6.1
127 144 6.5
127 145 8.4
127 146 2.5
127 147 6.1
127 148 6.2
127 149 8.7
127 151 4.8
127 152 7.1
127 154 3.0
127 158 5.9
127 160 9.0
127 161 4.2
127 164 9.3
127 169 7.6
127 173 2.8
127 175 5.6
127 178 9.8
127 179 1.5
127 181 8.5
127 184 7.2
127 185 8.6
127 186 6.2
127 189 7.5
127 190 9.1
127 191 2.3
127 193 2.8
127 196 7.3
127 197 7.2
127 198 6.1
127 199 1.7
127 201 7.8
127 202 9.7
127 203 8.7
127 204 6.5
127 205 1.8
127 206 7.5
127 208 3.3
127 209 2.5
127 210 1.4
127 211 8.2
127 212 2.0
127 213 5.9
127 217 7.4
127 218 2.8
127 219 3.5
127 220 6.3
127 221 7.7
127 222 3.6
127 225 7.4
127 226 3.8
127 228 5.7
127 229 9.5
127 230 7.1
127 233 9.7
127 235 5.5
127 238 5.7
127 239 8.4
127 240 1.3
127 241 2.6
127 242 6.6
127 243 3.6
127 245 8.6
127 247 3.3
127 248 1.4
127 251 3.0
127 252 7.6
127 255 1.1
127 258 1.6
127 259 6.4
127 260 3.0
127 262 4.8
127 263 8.3
127 265 6.0
127 266 7.4
127 267 9.4
127 270 1.0
127 271 5.7
127 272 5.5
127 273 5.7
127 274 8.1
127 275 3.7
127 277 7.9
127 278 2.3
127 279 7.3
127 280 9.0
127 281 1.0
127 282 4.7
127 283 4.9
127 284 3.7
127 285 1.1
127 287 8.1
127 289 7.6
127 290 8.3
127 291 4.2
127 292 9.8
127 294 6.0
127 295 5.8
127 296 5.1
127 299 3.0
127 300 5.3
127 301 3.6
127 303 5.9
127 304 10.0
127 305 5.5
127 306 8.3
127 307 1.4
127 308 7.8
127 309 3.6
127 311 2.2
127 312 1.4
127 313 6.6
127 314 9.6
127 316 9.1
127 317 8.1
127 318 3.3
127 320 1.8
127 321 1.9
127 323 4.7
127 324 9.0
127 326 5.0
127 327 2.6
127 328 7.9
127 329 3.7
127 330 6.9
127 331 3.1
127 332 6.6
127 334 8.5
127 337 3.2
127 339 8.0
127 340 6.6
127 341 8.1
127 342 2.9
127 344 9.7
127 345 9.6
127 348 1.8
127 351 7.8
127 352 2.6
127 353 5.0
127 355 8.4
127 356 3.5
127 357 9.6
127 358 8.1
127 359 8.6
127 360 5.0
127 361 3.8
127 362 1.7
127 363 7.8
127 364 2.4
127 366 2.6
127 367 1.2
127 368 6.8
127 370 8.5
127 373 8.0
127 375 9.4
127 376 2.2
127 377 2.0
127 379 1.9
127 382 6.4
127 383 7.4
127 385 1.9
127 386 10.0
127 389 5.3
127 393 8.4
127 396 3.5
127 397 2.9
127 398 9.2
127 399 9.7
127 401 9.6
127 402 8.9
127 403 1.2
127 404 8.3
127 406 9.8
127 407 3.1
127 408 8.1
127 413 6.7
127 416 4.5
127 417 7.8
127 418 3.5
127 419 6.2
127 425 7.5
127 428 1.6
127 429 6.4
127 430 9.2
127 432 3.8
127 433 7.2
127 435 9.9
127 436 3.8
127 437 2.4
127 438 3.2
127 439 6.6
127 441 2.3
127 444 4.3
127 446 7.5
127 447 4.3
127 451 2.3
127 454 3.9
127 456 7.4
127 457 10.0
127 458 5.5
127 460 1.5
127 463 6.9
127 464 6.0
127 466 9.2
127 467 3.2
127 468 1.4
127 469 8.7
127 471 4.1
127 472 4.0
127 473 6.4
127 475 3.3
127 477 2.9
127 480 6.2
127 482 3.5
127 484 3.0
127 485 4.1
127 486 3.8
127 487 6.8
127 488 1.3
127 489 4.2
127 490 8.0
127 491 7.2
127 492 6.2
127 493 6.3
127 496 4.3
127 499 2.0
127 500 8.6
128 11 2.6
128 12 9.1
128 20 7.7
128 21 9.2
128 29 1.6
128 30 2.5
128 31 2.2
128 32 7.7
128 39 7.7
128 48 4.8
128 50 5.6
128 51 6.3
128 53 6.9
128 55 6.8
128 63 5.3
128 82 6.1
128 83 2.9
128 88 8.5
128 89 1.7
128 90 2.4
128 96 3.3
128 97 2.7
128 105 7.7
128 114 4.3
128 117 2.7
128 118 8.2
128 119 6.2
128 130 5.3
128 132 4.6
128 133 9.4
128 135 1.9
128 136 2.9
128 137 5.5
128 138 2.0
128 140 5.4
128 144 9.5
128 145 3.3
128 148 10.0
128 149 2.3
128 151 2.1
128 152 8.2
128 153 2.7
128 156 2.6
128 157 9.8
128 158 6.3
128 167 7.3
128 168 7.3
128 169 7.9
128 170 1.6
128 172 2.9
128 173 8.8
128 175 1.3
128 176 5.6
128 177 5.0
128 178 8.6
128 180 5.7
128 182 1.9
128 183 2.4
128 184 8.5
128 189 7.5
128 190 8.3
128 191 2.1
128 194 4.3
128 197 5.6
128 199 6.0
128 200 7.8
128 201 2.3
128 202 5.5
128 204 3.8
128 205 9.4
128 208 3.6
128 209 9.4
128 210 2.9
128 212 1.6
128 213 2.5
128 214 4.5
128 216 4.0
128 219 8.8
128 220 9.5
128 225 3.8
128 227 1.9
128 230 7.2
128 231 9.6
128 232 3.0
128 233 2.9
128 234 2.9
128 235 3.9
128 237 4.7
128 241 8.4
128 242 9.3
128 246 7.7
128 248 3.1
128 249 2.6
128 251 9.7
128 252 5.4
128 257 5.0
128 263 1.1
128 265 3.6
128 267 9.7
128 271 6.6
128 273 4.6
128 275 1.2
128 276 1.1
128 279 2.1
128 283 7.2
128 284 6.0
128 285 1.4
128 286 9.0
128 287 8.0
128 288 3.8
128 292 6.2
128 294 4.7
128 295 6.2
128 296 8.3
128 298 2.7
128 300 5.4
128 301 3.8
128 305 5.9
128 306 9.6
128 307 1.5
128 308 3.2
128 311 5.4
128 312 7.4
128 313 9.8
128 315 4.4
128 316 1.5
128 317 1.4
128 318 4.8
128 321 5.3
128 323 2.9
128 324 8.3
128 326 9.2
128 327 9.6
128 328 6.7
128 330 8.5
128 331 8.5
128 332 4.3
128 334 1.7
128 335 4.1
128 337 1.1
128 338 7.1
128 339 7.0
128 340 2.9
128 341 5.3
128 342 2.0
128 343 5.3
128 345 3.5
128 346 4.6
128 349 6.7
128 350 3.7
128 351 4.1
128 356 10.0
128 358 3.3
128 359 5.4
128 360 9.7
128 361 1.9
128 362 1.6
128 365 5.7
128 367 8.5
128 370 1.3
128 371 3.1
128 372 5.3
128 375 2.3
128 382 6.5
128 384 9.3
128 385 7.2
128 387 5.0
128 388 2.0
128 389 1.9
128 390 3.4
128 392 5.9
128 394 5.9
128 395 8.0
128 397 6.7
128 398 5.9
128 399 3.7
128 400 2.8
128 403 3.6
128 406 4.1
128 410 8.6
128 411 5.1
128 413 7.0
128 414 2.7
128 415 2.4
128 416 10.0
128 419 10.0
128 421 1.8
128 423 6.7
128 427 10.0
128 428 8.0
128 429 2.6
128 430 5.8
128 431 6.3
128 432 8.9
128 433 6.1
128 434 8.4
128 435 6.8
128 436 4.5
128 437 4.3
128 438 2.6
128 440 6.9
128 441 8.7
128 443 9.6
128 445 3.4
128 446 1.4
128 448 2.0
128 449 5.6
128 451 3.0
128 454 5.9
128 456 6.9
128 459 2.8
128 460 8.1
128 461 3.7
128 462 8.0
128 463 2.6
128 466 6.0
128 467 9.2
128 468 8.2
128 469 3.4
128 471 2.5
128 472 8.0
128 473 8.8
128 475 6.3
128 476 9.2
128 477 4.5
128 482 8.6
128 483 1.6
128 484 1.9
128 485 4.2
128 486 7.7
128 487 4.0
128 490 9.9
128 493 5.5
128 496 8.7
128 497 8.3
128 498 4.5
129 1 2.3
129 7 6.3
129 8 8.7
129 10 8.2
129 23 5.4
129 24 3.5
129 25 9.5
129 26 2.8
129 28 8.0
129 29 1.5
129 31 3.1
129 40 1.6
129 48 6.0
129 56 7.3
129 57 7.6
129 58 1.6
129 63 2.5
129 64 4.4
129 65 2.4
129 70 2.7
129 72 3.3
129 76 3.4
129 80 5.6
129 81 9.2
129 104 8.1
129 105 1.1
129 112 3.3
129 113 7.7
129 114 7.3
129 116 6.8
129 124 3.4
129 125 1.8
129 130 6.1
129 131 6.2
129 132 1.6
129 133 5.1
129 134 6.6
129 136 9.3
129 137 2.2
129 139 1.5
129 141 2.9
129 142 9.3
129 148 2.3
129 149 6.7
129 150 1.3
129 151 6.1
129 153 5.1
129 156 7.4
129 157 1.4
129 158 2.4
129 161 8.6
129 162 1.2
129 163 3.7
129 165 7.2
129 166 8.3
129 167 1.7
129 169 1.9
129 171 1.6
129 172 5.4
129 173 7.4
129 176 4.2
129 177 1.5
129 178 8.2
129 179 3.6
129 181 5.5
129 184 8.3
129 187 9.1
129 188 8.7
129 189 9.6
129 192 2.6
129 194 3.1
129 195 7.1
129 196 3.3
129 198 4.1
129 200 6.3
129 201 6.3
129 202 7.9
129 203 8.7
129 204 3.8
129 205 8.0
129 206 9.4
129 207 3.2
129 210 6.2
129 212 1.8
129 213 5.2
129 215 3.7
129 216 6.6
129 217 5.9
129 218 2.6
129 219 8.6
129 222 9.0
129 223 7.8
129 226 1.5
129 227 4.8
129 228 9.5
129 229 8.5
129 231 3.1
129 233 9.7
129 234 7.4
129 235 6.6
129 237 9.4
129 239 5.3
129 240 6.0
129 241 7.5
129 243 9.6
129 245 1.5
129 247 4.6
129 248 5.8
129 250 9.7
129 252 6.7
129 254 1.3
129 255 1.6
129 256 7.7
129 257 8.8
129 258 7.6
129 259 3.5
129 260 3.6
129 261 9.5
129 263 6.1
129 265 8.1
129 266 2.5
129 267 7.6
129 268 7.6
129 269 2.5
129 271 7.8
129 273 6.1
129 274 2.6
129 280 9.6
129 281 1.3
129 282 3.3
129 285 3.1
129 286 1.0
129 290 9.8
129 292 7.9
129 293 6.5
129 294 7.9
129 295 5.1
129 296 9.5
129 298 8.5
129 299 6.4
129 300 9.7
129 302 5.6
129 304 9.2
129 306 5.7
129 307 8.4
129 308 6.3
129 309 1.2
129 310 8.9
129 311 1.1
129 313 7.2
129 315 6.9
129 318 6.1
129 321 7.4
129 322 8.1
129 323 9.2
129 326 3.1
129 327 5.9
129 328 3.1
129 330 9.4
129 333 5.4
129 334 8.0
129 336 9.1
129 339 5.9
129 341 2.5
129 343 3.5
129 344 3.3
129 345 1.3
129 347 8.7
129 348 7.1
129 349 9.7
129 356 2.5
129 357 2.7
129 359 5.9
129 360 5.0
129 363 2.8
129 364 5.8
129 368 5.6
129 369 4.7
129 370 1.6
129 371 3.0
129 373 4.4
129 374 2.5
129 375 3.0
129 377 8.0
129 378 7.3
129 379 6.8
129 381 5.9
129 382 3.3
129 383 2.7
129 384 2.3
129 385 5.3
129 386 3.0
129 387 4.5
129 388 6.7
129 389 7.6
129 390 7.6
129 392 1.8
129 395 8.5
129 396 3.1
129 397 1.0
129 398 1.3
129 400 4.2
129 402 1.3
129 403 9.6
129 404 6.6
129 406 7.0
129 410 6.5
129 411 5.5
129 413 6.5
129 414 2.0
129 415 8.5
129 416 6.8
129 418 2.2
129 419 7.9
129 420 2.1
129 421 2.3
129 422 3.4
129 423 3.3
129 426 2.3
129 427 6.2
129 429 9.0
129 430 3.8
129 431 5.0
129 432 2.4
129 434 4.8
129 436 4.3
129 439 3.2
129 440 6.4
129 442 6.4
129 443 1.0
129 444 5.7
129 446 4.2
129 447 4.9
129 448 8.3
129 451 2.3
129 452 9.5
129 453 2.3
129 455 1.6
129 457 4.4
129 459 5.9
129 460 5.2
129 461 4.6
129 462 3.9
129 463 8.4
129 465 6.9
129 467 7.8
129 469 2.4
129 470 3.7
129 471 1.6
129 472 2.6
129 473 5.6
129 478 9.4
129 479 8.2
129 480 1.5
129 481 6.5
129 483 6.7
129 484 4.7
129 488 9.4
129 489 2.5
129 491 2.7
129 492 6.2
129 496 6.0
129 498 2.8
129 499 3.8
129 500 7.0
130 4 3.9
130 7 6.8
130 10 2.0
130 18 1.5
130 22 9.8
130 25 8.5
130 28 5.2
130 29 4.1
130 35 8.4
130 40 4.4
130 44 2.6
130 50 2.1
130 52 3.3
130 56 2.1
130 61 8.0
130 63 5.8
130 64 1.8
130 67 4.0
130 72 7.1
130 76 5.4
130 77 7.2
130 79 8.9
130 80 9.1
130 89 3.5
130 91 8.9
130 95 3.8
130 102 4.5
130 103 6.6
130 113 9.5
130 114 5.3
130 118 4.6
130 124 1.8
130 133 7.8
130 136 6.5
130 137 3.1
130 138 4.1
130 139 7.1
130 140 1.9
130 141 4.0
130 144 7.1
130 145 4.3
130 147 7.1
130 148 8.1
130 149 2.2
130 150 6.5
130 153 2.8
130 154 6.1
130 157 6.9
130 158 6.5
130 159 1.4
130 161 9.7
130 162 4.2
130 163 7.7
130 164 4.3
130 166 7.8
130 167 3.4
130 168 3.2
130 169 3.0
130 170 7.3
130 172 3.9
130 173 7.5
130 175 4.3
130 176 7.2
130 178 3.7
130 181 2.6
130 182 3.7
130 183 7.5
130 184 5.2
130 185 6.7
130 187 1.3
130 189 8.8
130 190 6.8
130 192 7.0
130 193 9.9
130 194 7.5
130 195 4.7
130 196 7.7
130 199 8.1
130 200 3.7
130 201 1.9
130 202 7.2
130 204 7.4
130 206 8.7
130 208 3.6
130 210 7.1
130 213 4.8
130 214 6.4
130 216 2.2
130 217 5.4
130 218 6.6
130 219 6.7
130 221 3.2
130 222 7.0
130 223 8.5
130 224 8.8
130 225 6.1
130 226 9.8
130 228 3.9
130 230 9.4
130 232 1.8
130 233 6.1
130 236 9.4
130 237 2.4
130 239 3.3
130 240 9.2
130 242 9.6
130 243 4.6
130 244 9.1
130 245 4.0
130 247 8.2
130 248 9.5
130 249 1.9
130 250 5.2
130 252 3.2
130 254 1.9
130 257 2.7
130 259 6.3
130 260 8.1
130 263 3.4
130 264 4.5
130 266 6.0
130 267 8.0
130 268 6.3
130 269 1.1
130 271 7.6
130 272 5.2
130 273 1.8
130 274 3.9
130 282 8.2
130 283 6.5
130 286 6.2
130 287 9.5
130 289 7.6
130 293 3.4
130 295 9.4
130 300 5.1
130 301 8.2
130 303 2.9
130 304 5.8
130 305 5.3
130 306 8.3
130 308 5.6
130 310 3.5
130 311 2.4
130 312 4.1
130 313 2.4
130 315 5.8
130 316 6.3
130 317 5.7
130 318 7.6
130 324 6.9
130 326 7.0
130 329 1.5
130 330 2.1
130 331 6.1
130 333 8.5
130 335 2.1
130 338 7.1
130 339 8.9
130 341 8.9
130 343 9.5
130 344 8.7
130 345 8.6
130 346 5.9
130 348 1.9
130 350 8.9
130 353 1.6
130 355 2.5
130 356 3.8
130 357 2.5
130 358 1.6
130 361 5.4
130 362 5.4
130 363 6.3
130 364 2.3
130 365 1.6
130 367 9.4
130 368 7.1
130 372 4.5
130 373 8.7
130 374 3.8
130 376 7.9
130 377 9.9
130 378 9.6
130 379 4.6
130 380 9.3
130 381 7.0
130 383 5.9
130 386 8.1
130 387 7.5
130 388 6.3
130 390 4.8
130 398 9.5
130 399 7.0
130 400 6.8
130 401 7.4
130 402 7.0
130 403 8.9
130 404 2.6
130 409 6.5
130 410 3.7
130 411 4.2
130 412 6.2
130 415 2.9
130 416 2.0
130 417 5.0
130 420 5.2
130 421 8.2
130 422 8.3
130 423 4.8
130 424 8.5
130 426 1.2
130 428 1.6
130 429 1.2
130 432 9.0
130 435 7.6
130 436 5.9
130 437 6.6
130 438 5.3
130 439 5.5
130 440 5.6
130 441 5.5
130 442 6.0
130 444 8.9
130 448 2.9
130 449 1.3
130 450 7.8
130 451 7.8
130 452 7.5
130 454 9.2
130 455 3.6
130 456 5.5
130 457 8.3
130 458 5.0
130 459 5.3
130 460 6.1
130 461 8.5
130 462 9.5
130 467 1.9
130 468 6.8
130 469 9.3
130 470 2.9
130 471 1.9
130 475 3.7
130 476 8.0
130 478 1.3
130 479 7.7
130 482 5.0
130 483 2.2
130 484 3.4
130 487 5.8
130 488 9.4
130 489 2.0
130 490 1.8
130 492 7.2
130 495 8.5
130 496 8.1
130 497 7.7
130 498 9.6
130 499 6.4
131 3 8.8
131 11 3.2
131 12 1.1
131 14 8.8
131 22 1.2
131 25 4.1
131 27 3.7
131 30 1.7
131 31 7.5
131 33 2.5
131 34 3.6
131 38 4.8
131 42 6.8
131 51 4.2
131 52 1.4
131 54 2.5
131 67 8.1
131 68 3.8
131 69 1.6
131 71 6.0
131 79 7.3
131 80 6.7
131 84 5.5
131 85 4.3
131 87 4.8
131 89 9.0
131 97 5.6
131 98 7.3
131 105 5.5
131 106 6.6
131 110 7.5
131 113 8.4
131 120 9.6
131 123 9.3
131 125 8.7
131 126 7.6
131 127 2.1
131 128 4.2
131 130 4.2
131 132 4.8
131 133 9.0
131 135 3.0
131 136 9.9
131 137 8.4
131 138 6.9
131 139 1.9
131 142 9.8
131 144 1.7
131 145 7.4
131 146 3.9
131 147 1.4
131 148 6.9
131 150 2.6
131 151 5.7
131 152 3.0
131 155 8.7
131 156 1.4
131 157 2.1
131 159 7.6
131 160 4.2
131 161 8.2
131 162 9.4
131 163 8.4
131 164 4.1
131 165 4.6
131 167 8.9
131 168 10.0
131 173 3.3
131 174 4.2
131 176 6.9
131 178 9.6
131 179 9.7
131 180 9.8
131 181 5.7
131 182 4.3
131 184 9.2
131 185 7.3
131 186 9.6
131 187 8.6
131 192 1.7
131 193 1.1
131 197 4.2
131 200 3.1
131 201 5.1
131 203 4.2
131 205 5.4
131 206 8.0
131 211 4.9
131 212 1.1
131 213 2.3
131 214 6.6
131 216 1.8
131 218 8.9
131 219 6.6
131 221 4.1
131 222 7.1
131 223 5.7
131 225 6.6
131 227 5.1
131 228 6.0
131 230 4.1
131 231 6.6
131 233 7.2
131 235 5.9
131 236 3.8
131 239 1.3
131 240 1.2
131 241 6.2
131 242 6.5
131 244 6.5
131 247 1.3
131 248 7.7
131 249 1.4
131 250 6.2
131 251 1.7
131 252 1.8
131 254 4.7
131 255 6.3
131 256 9.1
131 257 3.4
131 258 7.0
131 259 7.3
131 260 1.6
131 261 8.6
131 262 6.0
131 263 9.9
131 264 4.0
131 265 8.5
131 266 3.6
131 267 8.1
131 268 8.2
131 270 2.2
131 274 5.6
131 275 7.7
131 276 5.5
131 277 5.9
131 279 2.9
131 281 1.8
131 283 5.7
131 284 1.9
131 285 4.1
131 286 3.7
131 288 6.1
131 290 7.5
131 293 2.8
131 294 2.0
131 295 2.9
131 296 4.0
131 297 4.2
131 299 3.7
131 300 7.7
131 302 7.8
131 303 6.5
131 305 2.0
131 307 4.9
131 309 5.1
131 312 2.1
131 313 2.7
131 314 10.0
131 316 6.7
131 317 6.2
131 318 9.3
131 319 3.0
131 320 3.7
131 321 3.6
131 322 5.3
131 323 3.8
131 325 9.0
131 328 5.3
131 329 4.8
131 330 2.0
131 331 5.6
131 332 5.2
131 333 8.7
131 334 9.0
131 337 8.7
131 340 2.5
131 342 2.0
131 344 3.1
131 345 6.4
131 346 8.6
131 347 9.6
131 349 4.7
131 350 9.4
131 353 9.8
131 355 1.9
131 357 6.8
131 358 3.1
131 359 8.2
131 360 5.5
131 361 8.0
131 362 7.6
131 363 5.0
131 365 3.9
131 367 7.7
131 370 2.9
131 373 8.2
131 374 5.0
131 375 9.6
131 376 8.9
131 377 8.6
131 378 2.6
131 379 4.6
131 380 1.8
131 381 9.3
131 382 7.2
131 383 4.4
131 384 3.0
131 386 7.4
131 387 3.3
131 388 6.1
131 389 2.1
131 390 8.2
131 392 3.6
131 395 7.1
131 396 6.4
131 399 7.8
131 400 2.8
131 402 8.0
131 404 6.3
131 405 2.5
131 406 7.1
131 408 5.4
131 410 1.9
131 411 4.5
131 414 3.0
131 415 4.7
131 416 3.0
131 417 1.5
131 418 5.9
131 421 1.4
131 422 4.5
131 424 7.6
131 425 3.7
131 426 8.1
131 427 3.9
131 428 9.4
131 429 3.8
131 430 4.7
131 431 9.9
131 434 2.7
131 435 1.9
131 437 5.8
131 439 7.7
131 443 9.7
131 444 5.2
131 445 8.7
131 446 4.5
131 447 6.4
131 450 9.8
131 451 1.9
131 452 2.9
131 453 9.8
131 454 2.6
131 455 5.7
131 456 6.5
131 459 7.1
131 462 1.8
131 463 1.5
131 466 1.1
131 467 4.5
131 469 7.3
131 472 7.5
131 474 4.6
131 476 8.4
131 479 4.8
131 480 5.8
131 482 9.7
131 483 8.1
131 484 2.6
131 485 4.5
131 486 1.2
131 489 4.8
131 491 3.8
131 493 7.8
131 494 5.6
131 498 5.4
131 499 7.3
131 500 7.0
132 2 8.8
132 4 2.1
132 6 1.2
132 12 4.4
132 16 9.9
132 18 7.2
132 20 9.6
132 22 9.7
132 27 1.9
132 33 4.4
132 38 6.1
132 47 4.6
132 50 9.4
132 55 3.9
132 60 2.1
132 65 4.0
132 72 2.9
132 73 4.9
132 78 7.1
132 81 1.5
132 82 6.1
132 85 2.8
132 86 1.9
132 89 4.6
132 94 1.6
132 95 8.5
132 99 9.0
132 106 1.0
132 109 5.2
132 111 7.4
132 117 5.9
132 118 1.4
132 123 2.2
132 125 8.3
132 140 5.1
132 141 5.9
132 143 5.2
132 144 3.3
132 145 3.1
132 146 2.1
132 148 4.0
132 149 6.2
132 150 2.6
132 151 9.5
132 153 5.9
132 154 7.9
132 156 1.6
132 157 5.9
132 158 7.6
132 162 7.8
132 163 1.3
132 164 6.2
132 166 4.5
132 168 5.1
132 169 6.4
132 171 6.3
132 173 1.3
132 174 3.8
132 176 1.5
132 177 3.1
132 178 7.3
132 179 7.6
132 180 4.8
132 183 7.6
132 184 1.7
132 187 6.3
132 188 8.0
132 192 4.6
132 194 6.8
132 195 1.8
132 197 5.1
132 200 2.0
132 201 1.3
132 202 3.6
132 203 1.9
132 204 5.3
132 205 3.1
132 206 4.7
132 209 6.1
132 211 1.9
132 212 1.5
132 213 2.2
132 214 9.9
132 216 6.0
132 220 8.2
132 222 9.0
132 223 5.9
132 224 7.6
132 226 6.9
132 227 1.9
132 228 4.7
132 229 3.1
132 230 8.2
132 231 1.7
132 232 1.2
132 233 4.7
132 234 4.1
132 235 5.7
132 236 5.2
132 237 6.4
132 239 8.0
132 241 2.5
132 242 3.6
132 245 7.7
132 247 7.8
132 251 3.5
132 252 4.7
132 255 4.9
132 256 6.5
132 258 6.0
132 259 9.9
132 260 3.1
132 261 5.0
132 262 8.3
132 263 3.7
132 264 7.5
132 266 6.8
132 267 2.1
132 269 9.1
132 272 4.5
132 274 3.4
132 275 9.3
132 276 4.2
132 277 5.5
132 279 2.3
132 280 5.0
132 281 5.2
132 282 7.8
132 283 7.6
132 284 8.5
132 286 4.9
132 287 7.8
132 288 2.7
132 289 6.3
132 290 6.2
132 292 2.4
132 293 3.1
132 294 7.9
132 295 5.9
132 296 8.2
132 298 1.1
132 299 8.5
132 300 3.3
132 301 3.7
132 302 5.9
132 303 6.4
132 304 4.5
132 305 1.4
132 306 8.7
132 307 2.9
132 308 6.7
132 310 8.4
132 311 4.7
132 312 3.4
132 316 8.4
132 318 5.3
132 319 2.3
132 320 4.4
132 324 9.9
132 325 7.4
132 326 7.4
132 327 5.7
132 328 9.0
132 329 9.6
132 330 3.3
132 331 4.4
132 332 4.7
132 333 4.0
132 334 1.2
132 335 4.5
132 336 6.7
132 337 6.8
132 338 8.4
132 339 9.6
132 342 2.0
132 345 5.3
132 346 1.4
132 347 4.4
132 348 8.3
132 350 1.4
132 353 2.7
132 355 4.6
132 356 3.7
132 357 4.4
132 358 2.0
132 363 5.4
132 365 8.3
132 367 4.7
132 368 3.1
132 370 3.9
132 371 1.5
132 373 9.2
132 378 2.8
132 379 1.9
132 380 6.6
132 381 1.4
132 383 1.2
132 384 9.3
132 385 1.4
132 386 5.3
132 389 2.3
132 390 3.8
132 391 7.2
132 392 1.5
132 393 1.7
132 394 3.7
132 397 5.7
132 398 7.5
132 399 5.6
132 401 3.0
132 402 2.6
132 405 9.1
132 406 6.7
132 408 3.2
132 409 7.6
132 412 4.6
132 413 8.0
132 414 5.7
132 415 3.7
132 417 2.7
132 419 5.2
132 420 9.9
132 422 2.1
132 424 8.9
132 426 6.2
132 428 1.0
132 429 3.8
132 430 9.3
132 432 4.4
132 433 6.0
132 436 9.2
132 438 2.7
132 444 7.0
132 446 5.1
132 447 1.0
132 448 1.9
132 449 4.0
132 451 9.5
132 452 3.4
132 453 2.1
132 454 6.6
132 459 8.2
132 460 2.7
132 462 6.1
132 463 9.3
132 464 8.8
132 465 1.4
132 467 4.4
132 469 3.1
132 471 4.4
132 472 4.8
132 473 5.4
132 475 4.4
132 476 1.0
132 477 4.0
132 478 6.9
132 482 2.5
132 483 5.2
132 484 1.6
132 485 4.1
132 488 2.8
132 489 8.5
132 490 5.4
132 493 5.7
132 496 4.6
132 497 8.2
132 499 7.8
132 500 7.9
133 1 7.0
133 2 8.7
133 4 3.1
133 8 9.0
133 9 1.7
133 10 5.8
133 13 9.0
133 16 8.8
133 17 9.7
133 18 5.3
133 21 6.6
133 24 6.1
133 25 2.9
133 32 2.6
133 33 1.4
133 37 1.8
133 40 2.2
133 45 1.7
133 48 3.1
133 50 3.8
